State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Candidate Won
Tripura,Tripura East,3,Maharaj kumari Pragya DebBurman,Indian National Congress,276517,1319,277836,26.58,loss
Tripura,Tripura East,4,Rebati Tripura,Bharatiya Janata Party,479634,2492,482126,46.12,loss
Tripura,Tripura East,5,Karnadhan Chakma,Amra Bangalee,6920,24,6944,0.66,loss
Tripura,Tripura East,6,Amar Debbarma,Independent,3698,8,3706,0.35,loss
Tripura,Tripura East,7,Chitta Ranjan Debbarma,Independent,3620,8,3628,0.35,loss
Tripura,Tripura East,8,Dipti Halam,Independent,3833,6,3839,0.37,loss
Tripura,Tripura East,9,Bijoy DebBarma,Independent,5273,3,5276,0.5,loss
Tripura,Tripura East,10,Subir Kumar Jamatia,Independent,4571,10,4581,0.44,loss
Tripura,Tripura East,11,NOTA,None of the Above,11197,17,11214,1.07,loss
Tripura,Tripura West,1,Pratima Bhoumik,Bharatiya Janata Party,570021,3511,573532,51.77,loss
Tripura,Tripura West,2,Brishaketu Debbarma,Indigenous People's Front of Tripura,43764,461,44225,3.99,loss
Tripura,Tripura West,3,Maman Khan,All India Trinamool Congress,8552,61,8613,0.78,loss
Tripura,Tripura West,4,Sankar Prasad Datta,Communist Party of India (Marxist),171175,651,171826,15.51,loss
Tripura,Tripura West,5,Subal Bhowmik,Indian National Congress,266275,1568,267843,24.18,loss
Tripura,Tripura West,6,Arun Kumar Bhaumik,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4517,8,4525,0.41,loss
Tripura,Tripura West,7,Kabrabam Dhirendra Singha,Tripura Peoples Party,2060,16,2076,0.19,loss
Tripura,Tripura West,8,Jayki Murasing,Ambedkarite Party of India,7121,12,7133,0.64,loss
Tripura,Tripura West,9,Prabir Debnath,Amra Bangalee,2749,15,2764,0.25,loss
Tripura,Tripura West,10,Narayan Chandra Dey,Independent,2019,10,2029,0.18,loss
Tripura,Tripura West,11,Pradip Chakraborty,Independent,3526,10,3536,0.32,loss
Tripura,Tripura West,12,Brajalal Debnath,Independent,3315,7,3322,0.3,loss
Tripura,Tripura West,13,Subal Sarkar,Independent,4363,8,4371,0.39,loss
Tripura,Tripura West,14,NOTA,None of the Above,11905,55,11960,1.08,loss
Uttar Pradesh,Agra,1,Preeta Harit,Indian National Congress,44877,272,45149,3.94,loss
Uttar Pradesh,Agra,2,Manoj Kumar Soni,Bahujan Samaj Party,434199,1130,435329,38.01,loss
Uttar Pradesh,Agra,3,Satyapal Singh Baghel,Bharatiya Janata Party,644459,2416,646875,56.48,loss
Uttar Pradesh,Agra,4,Chandra Pal,Adarsh Samaj Party,2798,4,2802,0.24,loss
Uttar Pradesh,Agra,5,Raja,Rashtriya Vyapari Party,1323,3,1326,0.12,loss
Uttar Pradesh,Agra,6,Ramji Lal Vidhyarthi,Peace Party,1462,6,1468,0.13,loss
Uttar Pradesh,Agra,7,Himanshi,Lok Gathbandhan Party,1405,3,1408,0.12,loss
Uttar Pradesh,Agra,8,Ambedkari Hasnuram Ambedkari,Independent,2767,1,2768,0.24,loss
Uttar Pradesh,Agra,9,Babu Lal,Independent,2379,2,2381,0.21,loss
Uttar Pradesh,Agra,10,NOTA,None of the Above,5786,31,5817,0.51,loss
Uttar Pradesh,Akbarpur,1,Devendra Singh 'Bhole',Bharatiya Janata Party,577603,3679,581282,56.69,loss
Uttar Pradesh,Akbarpur,2,Nisha Sachan,Bahujan Samaj Party,304553,1587,306140,29.86,loss
Uttar Pradesh,Akbarpur,3,Rajaram Pal,Indian National Congress,107592,749,108341,10.57,loss
Uttar Pradesh,Akbarpur,4,Amit Tripathi,Adhunik Bharat Party,1971,5,1976,0.19,loss
Uttar Pradesh,Akbarpur,5,Ashok Paswan,Sabhi Jan Party,864,2,866,0.08,loss
Uttar Pradesh,Akbarpur,6,Mahendra Singh Yadav,Pragatishil Samajwadi Party (Lohia),2005,42,2047,0.2,loss
Uttar Pradesh,Akbarpur,7,Ravi Sachan,Janata Dal (United),1024,4,1028,0.1,loss
Uttar Pradesh,Akbarpur,8,Prof. Ramgopal Sankhwar,Rashtriya Janutthan Party,770,6,776,0.08,loss
Uttar Pradesh,Akbarpur,9,Saurabh Mishra,Bhartiya Shakti Chetna Party,2928,12,2940,0.29,loss
Uttar Pradesh,Akbarpur,10,Arun Kumar,Independent,1573,5,1578,0.15,loss
Uttar Pradesh,Akbarpur,11,Niraj Kumar Pasi Advocate,Independent,1626,1,1627,0.16,loss
Uttar Pradesh,Akbarpur,12,Manoj Gupta,Independent,3269,1,3270,0.32,loss
Uttar Pradesh,Akbarpur,13,Vikas Tripathi,Independent,2231,3,2234,0.22,loss
Uttar Pradesh,Akbarpur,14,Sunil Kumar,Independent,3214,1,3215,0.31,loss
Uttar Pradesh,Akbarpur,15,NOTA,None of the Above,7919,75,7994,0.78,loss
Uttar Pradesh,Aligarh,1,DR. AJEET BALIYAN,Bahujan Samaj Party,424890,2064,426954,36.71,loss
Uttar Pradesh,Aligarh,2,BIJENDRA SINGH CHAUDHARY,Indian National Congress,50346,534,50880,4.37,loss
Uttar Pradesh,Aligarh,3,SATISH KUMAR GAUTAM,Bharatiya Janata Party,651805,4410,656215,56.42,loss
Uttar Pradesh,Aligarh,4,AMAR SINGH MAHAUR,Swatantra Jantaraj Party,3678,3,3681,0.32,loss
Uttar Pradesh,Aligarh,5,DILEEP SHARMA,Peace Party,1044,1,1045,0.09,loss
Uttar Pradesh,Aligarh,6,DEEPAK CHAUDHARY,Pragatishil Samajwadi Party (Lohia),4931,22,4953,0.43,loss
Uttar Pradesh,Aligarh,7,THAKUR MANOJ SINGH,Rashtravadi Party (Bharat),1222,3,1225,0.11,loss
Uttar Pradesh,Aligarh,8,MOHD. SHAKEEL (ADV.),Lok Dal,836,5,841,0.07,loss
Uttar Pradesh,Aligarh,9,SATISH CHANDRA SHARMA,Aam Aadmi Party,816,13,829,0.07,loss
Uttar Pradesh,Aligarh,10,SANJAY BALMIKI,Bhartiya Bhaichara Party,824,12,836,0.07,loss
Uttar Pradesh,Aligarh,11,ASHOK KUMAR PANDEY,Independent,796,1,797,0.07,loss
Uttar Pradesh,Aligarh,12,CHARAN SINGH,Independent,1173,2,1175,0.1,loss
Uttar Pradesh,Aligarh,13,LAXMI DHANGAR,Independent,5857,29,5886,0.51,loss
Uttar Pradesh,Aligarh,14,SHAHEEN,Independent,1596,3,1599,0.14,loss
Uttar Pradesh,Aligarh,15,NOTA,None of the Above,6216,52,6268,0.54,loss
Uttar Pradesh,Allahabad,1,Girdhar Gopal Tripathi,Communist Party of India,10397,6,10403,1.17,loss
Uttar Pradesh,Allahabad,2,Yogesh Shukla,Indian National Congress,31852,101,31953,3.59,loss
Uttar Pradesh,Allahabad,3,Rajendra Singh Patel,Samajwadi Party,309328,851,310179,34.89,loss
Uttar Pradesh,Allahabad,4,Rita Bahuguna Joshi,Bharatiya Janata Party,493204,1250,494454,55.62,loss
Uttar Pradesh,Allahabad,5,Ajeet Kumar Patel,Pragatisheel Samaj Party,6261,6,6267,0.7,loss
Uttar Pradesh,Allahabad,6,Abhimanyu Singh Patel,Pragatishil Samajwadi Party (Lohia),2214,3,2217,0.25,loss
Uttar Pradesh,Allahabad,7,Om Guru Charandas,Sanatan Sanskriti Raksha Dal,2278,0,2278,0.26,loss
Uttar Pradesh,Allahabad,8,Gayatri Prasad,Bhartiya Shakti Chetna Party,1516,1,1517,0.17,loss
Uttar Pradesh,Allahabad,9,Bhawani Singh,Aam Aadmi Party,1840,5,1845,0.21,loss
Uttar Pradesh,Allahabad,10,Ram Pal Gupta,Parivartan Samaj Party,3367,1,3368,0.38,loss
Uttar Pradesh,Allahabad,11,Shiv Dutt Shukla,Annadata Party,5146,1,5147,0.58,loss
Uttar Pradesh,Allahabad,12,Shiv Prasad,Lok Gathbandhan Party,4117,1,4118,0.46,loss
Uttar Pradesh,Allahabad,13,Ajay Sharma,Independent,4731,0,4731,0.53,loss
Uttar Pradesh,Allahabad,14,Rabindra Kumar Shrivastav,Independent,2954,0,2954,0.33,loss
Uttar Pradesh,Allahabad,15,NOTA,None of the Above,7610,15,7625,0.86,loss
Uttar Pradesh,Ambedkar Nagar,1,Mukut Bihari,Bharatiya Janata Party,467287,951,468238,42.95,loss
Uttar Pradesh,Ambedkar Nagar,2,Ritesh Pandey,Bahujan Samaj Party,563445,673,564118,51.75,loss
Uttar Pradesh,Ambedkar Nagar,3,Ayodhya,Bharat Prabhat Party,5449,23,5472,0.5,loss
Uttar Pradesh,Ambedkar Nagar,4,Ashutosh,Moulik Adhikar Party,4162,1,4163,0.38,loss
Uttar Pradesh,Ambedkar Nagar,5,Parshuram Patel,Hindusthan Nirman Dal,2440,3,2443,0.22,loss
Uttar Pradesh,Ambedkar Nagar,6,Premnath Nishad,Pragatishil Samajwadi Party (Lohia),2385,5,2390,0.22,loss
Uttar Pradesh,Ambedkar Nagar,7,Mastram Kori,Swatantra Jantaraj Party,1959,0,1959,0.18,loss
Uttar Pradesh,Ambedkar Nagar,8,Rakesh,Suheldev Bharatiya Samaj Party,15164,3,15167,1.39,loss
Uttar Pradesh,Ambedkar Nagar,9,Ram Singar,Voters Party International,2224,0,2224,0.2,loss
Uttar Pradesh,Ambedkar Nagar,10,Sushila Dinkar,Bahujan Mukti Party,6054,11,6065,0.56,loss
Uttar Pradesh,Ambedkar Nagar,11,Taigar Ramnihor Patel 'Ratnashah',Independent,6567,2,6569,0.6,loss
Uttar Pradesh,Ambedkar Nagar,12,NOTA,None of the Above,11329,15,11344,1.04,loss
Uttar Pradesh,Amethi,1,Rahul Gandhi,Indian National Congress,412867,527,413394,43.86,loss
Uttar Pradesh,Amethi,2,Smriti Irani,Bharatiya Janata Party,467598,916,468514,49.71,loss
Uttar Pradesh,Amethi,3,Afajal Varis,Bahujan Mukti Party,6177,6,6183,0.66,loss
Uttar Pradesh,Amethi,4,Gopal Swaroop Gandhi,Kisan Majdoor Berojgar Sangh,1574,0,1574,0.17,loss
Uttar Pradesh,Amethi,5,Durgesh Singh,Bharat Prabhat Party,956,2,958,0.1,loss
Uttar Pradesh,Amethi,6,Nathu Ram,Janvadi Party(Socialist),846,1,847,0.09,loss
Uttar Pradesh,Amethi,7,Prem Shankar,Moulik Adhikar Party,1728,1,1729,0.18,loss
Uttar Pradesh,Amethi,8,Pankaj Ramkumar Sing,Akhand Rashtrawadi Party,1057,0,1057,0.11,loss
Uttar Pradesh,Amethi,9,Bas Deo Maurya,Communist Party of India (Marxist-Leninist) Red Star,986,2,988,0.1,loss
Uttar Pradesh,Amethi,10,Ram Milan,Rashtriya Apna Dal,1144,0,1144,0.12,loss
Uttar Pradesh,Amethi,11,Ram Sidh Yadav,Manavtawadi Samaj Party,3052,3,3055,0.32,loss
Uttar Pradesh,Amethi,12,Shatrunjai Pratap Singh,Lok Gathbandhan Party,1716,0,1716,0.18,loss
Uttar Pradesh,Amethi,13,SHIV Nandan Singh,Bharatiya Sampuran Krantikari Party,1947,1,1948,0.21,loss
Uttar Pradesh,Amethi,14,Gopal Prasad,Independent,3177,0,3177,0.34,loss
Uttar Pradesh,Amethi,15,Dinesh Kumar,Independent,4301,0,4301,0.46,loss
Uttar Pradesh,Amethi,16,Dhurv lal,Independent,7816,0,7816,0.83,loss
Uttar Pradesh,Amethi,17,Bhagwandeen,Independent,3860,0,3860,0.41,loss
Uttar Pradesh,Amethi,18,Ram Sajiwan,Independent,5616,0,5616,0.6,loss
Uttar Pradesh,Amethi,19,Lal Babu,Independent,2318,0,2318,0.25,loss
Uttar Pradesh,Amethi,20,Vipin Yadav,Independent,1039,0,1039,0.11,loss
Uttar Pradesh,Amethi,21,Shiv Kumar,Independent,495,0,495,0.05,loss
Uttar Pradesh,Amethi,22,Dr. U.P. Shivananda,Independent,546,1,547,0.06,loss
Uttar Pradesh,Amethi,23,Saritha S. Nair,Independent,568,1,569,0.06,loss
Uttar Pradesh,Amethi,24,Suresh Kumar Shukla,Independent,779,0,779,0.08,loss
Uttar Pradesh,Amethi,25,Mo. Hasan Lahari,Independent,1224,0,1224,0.13,loss
Uttar Pradesh,Amethi,26,Harun Rasheed,Independent,2083,2,2085,0.22,loss
Uttar Pradesh,Amethi,27,Hemant Kumar,Independent,1580,0,1580,0.17,loss
Uttar Pradesh,Amethi,28,NOTA,None of the Above,3931,9,3940,0.42,loss
Uttar Pradesh,Amroha,1,KANWAR SINGH TANWAR,Bharatiya Janata Party,536380,1454,537834,46,loss
Uttar Pradesh,Amroha,2,KUNWAR DANISH ALI,Bahujan Samaj Party,600744,338,601082,51.41,loss
Uttar Pradesh,Amroha,3,SACHIN CHOUDHARY,Indian National Congress,12454,56,12510,1.07,loss
Uttar Pradesh,Amroha,4,MATLOOB AHMAD,Pragatishil Samajwadi Party (Lohia),946,8,954,0.08,loss
Uttar Pradesh,Amroha,5,RAJPAL SINGH SAINI,Jan Shakti Dal,1163,1,1164,0.1,loss
Uttar Pradesh,Amroha,6,AKHTAR,Independent,978,1,979,0.08,loss
Uttar Pradesh,Amroha,7,NARESH KUMAR,Independent,944,1,945,0.08,loss
Uttar Pradesh,Amroha,8,RAJPAL SINGH,Independent,1390,2,1392,0.12,loss
Uttar Pradesh,Amroha,9,(KUNWAR) ROBIN TYAGI,Independent,2055,1,2056,0.18,loss
Uttar Pradesh,Amroha,10,VIKAR AHMAD,Independent,3649,0,3649,0.31,loss
Uttar Pradesh,Amroha,11,NOTA,None of the Above,6605,12,6617,0.57,loss
Uttar Pradesh,Aonla,1,DHARMENDRA KASHYAP,Bharatiya Janata Party,536377,1298,537675,51.07,loss
Uttar Pradesh,Aonla,2,RUCHIVIRA,Bahujan Samaj Party,423100,832,423932,40.27,loss
Uttar Pradesh,Aonla,3,KUNWAR SARVARAJ SINGH,Indian National Congress,62407,141,62548,5.94,loss
Uttar Pradesh,Aonla,4,MO. ATEEQ,National Fifty Fifty Front,1308,0,1308,0.12,loss
Uttar Pradesh,Aonla,5,IRSHAD ANSARI ADVOCATE,VANCHITSAMAJ INSAAF PARTY,909,3,912,0.09,loss
Uttar Pradesh,Aonla,6,RISHIPAL,Jan Shakti Ekta Party,1555,2,1557,0.15,loss
Uttar Pradesh,Aonla,7,DINESH KUMAR,Hindusthan Nirman Dal,1056,0,1056,0.1,loss
Uttar Pradesh,Aonla,8,DHARMENDRA KUMAR,Shivsena,1376,2,1378,0.13,loss
Uttar Pradesh,Aonla,9,PRAMOD KUMAR YADAV,Bhartiya Krishak Dal,941,2,943,0.09,loss
Uttar Pradesh,Aonla,10,PRITI KASHYAP,Rashtriya Mazdoor Ekta Party,1736,3,1739,0.17,loss
Uttar Pradesh,Aonla,11,RAMPHAL SHAKYA,Bahujan Mukti Party,1659,1,1660,0.16,loss
Uttar Pradesh,Aonla,12,SUNIL KUMAR,Pragatishil Samajwadi Party (Lohia),2109,8,2117,0.2,loss
Uttar Pradesh,Aonla,13,LAKSHMI,Independent,3097,0,3097,0.29,loss
Uttar Pradesh,Aonla,14,HEMENDRA PAL SINGH,Independent,3675,0,3675,0.35,loss
Uttar Pradesh,Aonla,15,NOTA,None of the Above,9188,10,9198,0.87,loss
Uttar Pradesh,Azamgarh,1,Akhilesh Yadav,Samajwadi Party,619594,1984,621578,60.4,loss
Uttar Pradesh,Azamgarh,2,Dinesh Lal Yadav Nirahua,Bharatiya Janata Party,360255,1449,361704,35.15,loss
Uttar Pradesh,Azamgarh,3,Anil Singh,Rashtriya Ulama Council,6761,2,6763,0.66,loss
Uttar Pradesh,Azamgarh,4,Abhimanyu Singh Sunny,Suheldev Bharatiya Samaj Party,10077,1,10078,0.98,loss
Uttar Pradesh,Azamgarh,5,Arvind Kumar Pandey,Nagrik Ekta Party,947,2,949,0.09,loss
Uttar Pradesh,Azamgarh,6,Ehsan Ahmed,Naitik Party,976,0,976,0.09,loss
Uttar Pradesh,Azamgarh,7,Pawan Singh Samrat,Aam Janta Party (India),1106,0,1106,0.11,loss
Uttar Pradesh,Azamgarh,8,Pramod Tiwari,Janhit Kisan Party,3148,0,3148,0.31,loss
Uttar Pradesh,Azamgarh,9,Mohinder Kumar,Sarvshreshth Dal,2899,2,2901,0.28,loss
Uttar Pradesh,Azamgarh,10,Gorakhram Nishad,Independent,1247,3,1250,0.12,loss
Uttar Pradesh,Azamgarh,11,Gaurav Singh,Independent,1431,1,1432,0.14,loss
Uttar Pradesh,Azamgarh,12,Budhi Ram,Independent,2098,0,2098,0.2,loss
Uttar Pradesh,Azamgarh,13,Rajaram Gond,Independent,1930,1,1931,0.19,loss
Uttar Pradesh,Azamgarh,14,Rajiv Talwar,Independent,2203,1,2204,0.21,loss
Uttar Pradesh,Azamgarh,15,Dr. Rajeev Pandey,Independent,3737,2,3739,0.36,loss
Uttar Pradesh,Azamgarh,16,NOTA,None of the Above,7239,16,7255,0.7,loss
Uttar Pradesh,Badaun,1,Dharmendra Yadav,Samajwadi Party,491959,939,492898,45.59,loss
Uttar Pradesh,Badaun,2,Saleem Iqbal Shervani,Indian National Congress,51896,51,51947,4.8,loss
Uttar Pradesh,Badaun,3,Dr. Sanghmitra Maurya,Bharatiya Janata Party,510343,1009,511352,47.3,loss
Uttar Pradesh,Badaun,4,Kailash Kumar Mishra,All India Forward Bloc,4346,1,4347,0.4,loss
Uttar Pradesh,Badaun,5,Mahesh Shrivastav,Kalyankari Jantantrik Party,1333,3,1336,0.12,loss
Uttar Pradesh,Badaun,6,Atul Kumar,Independent,1680,1,1681,0.16,loss
Uttar Pradesh,Badaun,7,Kirpa Shankar Shakya,Independent,2218,1,2219,0.21,loss
Uttar Pradesh,Badaun,8,Swami Paglanand,Independent,4085,0,4085,0.38,loss
Uttar Pradesh,Badaun,9,Hari Singh,Independent,2636,1,2637,0.24,loss
Uttar Pradesh,Badaun,10,NOTA,None of the Above,8602,4,8606,0.8,loss
Uttar Pradesh,Baghpat,1,JAYANT CHAUDHARY,Rashtriya Lok Dal,500794,1493,502287,48.07,loss
Uttar Pradesh,Baghpat,2,Dr. SATYAPAL SINGH,Bharatiya Janata Party,519631,6158,525789,50.32,loss
Uttar Pradesh,Baghpat,3,ISTAKAR ALI,National Lokmat Party,1598,30,1628,0.16,loss
Uttar Pradesh,Baghpat,4,UTTAR KUMAR JINDAL,Bhartiya Naujawan Inklav Party,915,17,932,0.09,loss
Uttar Pradesh,Baghpat,5,DEVENDER,Aapki Apni Party (Peoples),654,7,661,0.06,loss
Uttar Pradesh,Baghpat,6,PARVEEN YOGI,Bhartiya Nojawan Dal,1042,5,1047,0.1,loss
Uttar Pradesh,Baghpat,7,MANOJ RANA,Akhil Bhartiya Lok Dal,495,8,503,0.05,loss
Uttar Pradesh,Baghpat,8,CHAUDHARY MOHKAM,Pragatishil Samajwadi Party (Lohia),685,22,707,0.07,loss
Uttar Pradesh,Baghpat,9,RAMKUMAR,Sarvjan Lok Shakti Party,1246,4,1250,0.12,loss
Uttar Pradesh,Baghpat,10,RUBY KASHYAP,Hindusthan Nirman Dal,609,24,633,0.06,loss
Uttar Pradesh,Baghpat,11,Dr. SALEEM AHMAD,Sabse Achchhi Party,550,6,556,0.05,loss
Uttar Pradesh,Baghpat,12,JAFAR,Independent,1396,4,1400,0.13,loss
Uttar Pradesh,Baghpat,13,SUBHASH,Independent,2450,10,2460,0.24,loss
Uttar Pradesh,Baghpat,14,NOTA,None of the Above,4996,45,5041,0.48,loss
Uttar Pradesh,Bahraich,1,AKSHAIBAR LAL,Bharatiya Janata Party,525512,470,525982,53.14,loss
Uttar Pradesh,Bahraich,2,SHABBIR BALMIKI,Samajwadi Party,396843,387,397230,40.13,loss
Uttar Pradesh,Bahraich,3,SAVITRI BAI PHULE,Indian National Congress,34383,71,34454,3.48,loss
Uttar Pradesh,Bahraich,4,JAGDISH KUMAR SINGH,Pragatishil Samajwadi Party (Lohia),2488,1,2489,0.25,loss
Uttar Pradesh,Bahraich,5,MAUJILAL,Rashtriya Jan Adhikar Party (United),1662,0,1662,0.17,loss
Uttar Pradesh,Bahraich,6,RAM SAGAR,Rashtriya Kranti Party,1581,0,1581,0.16,loss
Uttar Pradesh,Bahraich,7,RINKU SAHANI,Shivsena,2423,4,2427,0.25,loss
Uttar Pradesh,Bahraich,8,GUR PRASAD,Independent,2131,0,2131,0.22,loss
Uttar Pradesh,Bahraich,9,JANARDAN GOND,Independent,5179,0,5179,0.52,loss
Uttar Pradesh,Bahraich,10,SHIVNANDAN,Independent,3524,0,3524,0.36,loss
Uttar Pradesh,Bahraich,11,NOTA,None of the Above,13184,5,13189,1.33,loss
Uttar Pradesh,Ballia,1,Virendra Singh,Bharatiya Janata Party,464039,5075,469114,47.4,loss
Uttar Pradesh,Ballia,2,Sanatan Pandey,Samajwadi Party,450408,3187,453595,45.83,loss
Uttar Pradesh,Ballia,3,ARVIND,Bhartiya Jan Nayak Party,3895,130,4025,0.41,loss
Uttar Pradesh,Ballia,4,Uday Prakash,Janta Raj Party,1352,7,1359,0.14,loss
Uttar Pradesh,Ballia,5,GOPAL RAM KHARWAR,Gondvana Gantantra Party,3950,52,4002,0.4,loss
Uttar Pradesh,Ballia,6,Janmejay Kumar Prajapati,Bharatiya Samta Samaj Party,2442,12,2454,0.25,loss
Uttar Pradesh,Ballia,7,Vinod,Suheldev Bharatiya Samaj Party,35874,26,35900,3.63,loss
Uttar Pradesh,Ballia,8,Seema Chauhan,Janta Kranti Party (Rashtravadi),2409,44,2453,0.25,loss
Uttar Pradesh,Ballia,9,OM PRAKASH PANDEY,Independent,1768,7,1775,0.18,loss
Uttar Pradesh,Ballia,10,Major Ramesh Chandra Upadhyay,Independent,5435,5,5440,0.55,loss
Uttar Pradesh,Ballia,11,NOTA,None of the Above,9540,75,9615,0.97,loss
Uttar Pradesh,Banda,1,BALKUMAR PATEL,Indian National Congress,75350,88,75438,7.29,loss
Uttar Pradesh,Banda,2,MAHENDRA,Communist Party of India,10347,2,10349,1,loss
Uttar Pradesh,Banda,3,SHYAMA CHARAN GUPTA,Samajwadi Party,418647,341,418988,40.5,loss
Uttar Pradesh,Banda,4,R.K. SINGH PATEL,Bharatiya Janata Party,477100,826,477926,46.2,loss
Uttar Pradesh,Banda,5,CHHOTELAL,Pragatishil Samajwadi Party (Lohia),12746,1,12747,1.23,loss
Uttar Pradesh,Banda,6,MIRA DEVI,Swatantra Jantaraj Party,6539,6,6545,0.63,loss
Uttar Pradesh,Banda,7,SHIRAZ RAHAT KHAN,Ambedkar Samaj Party,7869,4,7873,0.76,loss
Uttar Pradesh,Banda,8,RAMPRATAP,Independent,5430,3,5433,0.53,loss
Uttar Pradesh,Banda,9,NOTA,None of the Above,19248,2,19250,1.86,loss
Uttar Pradesh,Bansgaon,1,Kamlesh Paswan,Bharatiya Janata Party,544434,2239,546673,56.41,loss
Uttar Pradesh,Bansgaon,2,Sadal Prasad,Bahujan Samaj Party,391441,1764,393205,40.57,loss
Uttar Pradesh,Bansgaon,3,Surendra Prasad,Pragatishil Samajwadi Party (Lohia),8685,32,8717,0.9,loss
Uttar Pradesh,Bansgaon,4,Lalchand Prasad,Independent,6444,4,6448,0.67,loss
Uttar Pradesh,Bansgaon,5,NOTA,None of the Above,14060,33,14093,1.45,loss
Uttar Pradesh,Barabanki,1,Upendra Singh Rawat,Bharatiya Janata Party,535594,323,535917,46.39,loss
Uttar Pradesh,Barabanki,2,Tanuj Punia,Indian National Congress,159575,36,159611,13.82,loss
Uttar Pradesh,Barabanki,3,Ram Sagar Rawat,Samajwadi Party,425624,153,425777,36.85,loss
Uttar Pradesh,Barabanki,4,Asha Devi,Lok Dal,5761,1,5762,0.5,loss
Uttar Pradesh,Barabanki,5,Om kar,Bahujan Mukti Party,1369,2,1371,0.12,loss
Uttar Pradesh,Barabanki,6,Kalpana Rawat,Bharat Prabhat Party,1048,1,1049,0.09,loss
Uttar Pradesh,Barabanki,7,Tarawati,Awami Samta Party,1920,1,1921,0.17,loss
Uttar Pradesh,Barabanki,8,Fool Dulari,Samdarshi Samaj Party,1622,2,1624,0.14,loss
Uttar Pradesh,Barabanki,9,Vinod Kumar,Aam Janta Party (India),1622,0,1622,0.14,loss
Uttar Pradesh,Barabanki,10,Santosh Kumari,Dr. Bhimrao Ambedkar Dal,1549,0,1549,0.13,loss
Uttar Pradesh,Barabanki,11,Kishan Lal,Independent,2288,1,2289,0.2,loss
Uttar Pradesh,Barabanki,12,Molhey Ram Rawat,Independent,4380,1,4381,0.38,loss
Uttar Pradesh,Barabanki,13,Manju Devi,Independent,3683,0,3683,0.32,loss
Uttar Pradesh,Barabanki,14,NOTA,None of the Above,8783,2,8785,0.76,loss
Uttar Pradesh,Bareilly,1,PRAVEEN SINGH ARON,Indian National Congress,74003,203,74206,6.95,loss
Uttar Pradesh,Bareilly,2,BHAGWAT SARAN GANGWAR,Samajwadi Party,397403,585,397988,37.25,loss
Uttar Pradesh,Bareilly,3,SATISH KUMAR,Communist Party of India,7515,4,7519,0.7,loss
Uttar Pradesh,Bareilly,4,SANTOSH KUMAR GANGWAR,Bharatiya Janata Party,563533,1737,565270,52.91,loss
Uttar Pradesh,Bareilly,5,JAGPAL SINGH YADAV,Akhand Samaj Party,2653,2,2655,0.25,loss
Uttar Pradesh,Bareilly,6,MANOJ VIKAT,Bahujan Nyay Dal,681,0,681,0.06,loss
Uttar Pradesh,Bareilly,7,YATENDRA SINGH,Bahujan Samyak Party (Mission),498,3,501,0.05,loss
Uttar Pradesh,Bareilly,8,RAHEESH MIYA,VANCHITSAMAJ INSAAF PARTY,644,1,645,0.06,loss
Uttar Pradesh,Bareilly,9,RABIYA AKHTAR,Khusro Sena Party,687,0,687,0.06,loss
Uttar Pradesh,Bareilly,10,LAEEK AHMAD MANSOORI,Naitik Party,851,0,851,0.08,loss
Uttar Pradesh,Bareilly,11,SAMAN TAHIR,Pragatishil Samajwadi Party (Lohia),2482,6,2488,0.23,loss
Uttar Pradesh,Bareilly,12,USHA AGARWAL,Independent,1071,1,1072,0.1,loss
Uttar Pradesh,Bareilly,13,ZAVED KHAN,Independent,2789,0,2789,0.26,loss
Uttar Pradesh,Bareilly,14,NITIN MOHAN,Independent,1192,1,1193,0.11,loss
Uttar Pradesh,Bareilly,15,RAKESH AGARWAL ADVOCATE,Independent,1985,1,1986,0.19,loss
Uttar Pradesh,Bareilly,16,SYED RASHID ALI CHAMAN,Independent,3984,3,3987,0.37,loss
Uttar Pradesh,Bareilly,17,NOTA,None of the Above,3797,27,3824,0.36,loss
Uttar Pradesh,Basti,1,RAJ KISHOR SINGH,Indian National Congress,86453,467,86920,8.24,loss
Uttar Pradesh,Basti,2,RAM PRASAD CHAUDHARY,Bahujan Samaj Party,437641,3167,440808,41.8,loss
Uttar Pradesh,Basti,3,HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party,469214,1948,471162,44.68,loss
Uttar Pradesh,Basti,4,PANKAJ DUBEY,Lok Gathbandhan Party,7340,5,7345,0.7,loss
Uttar Pradesh,Basti,5,PRAMOD SHUKLA,"Rashtrawadi Party of India,",2678,2,2680,0.25,loss
Uttar Pradesh,Basti,6,RAM PRASAD CHAURASIYA,Janhit Kisan Party,3734,3,3737,0.35,loss
Uttar Pradesh,Basti,7,ROHIT KUMAR PATHAK,Hindusthan Nirman Dal,3179,3,3182,0.3,loss
Uttar Pradesh,Basti,8,VINOD KUMAR RAJBHAR,Suheldev Bharatiya Samaj Party,11960,11,11971,1.14,loss
Uttar Pradesh,Basti,9,CHANDRA MANI PANDEY,Independent,3161,9,3170,0.3,loss
Uttar Pradesh,Basti,10,BHAGWANDAS,Independent,5589,1,5590,0.53,loss
Uttar Pradesh,Basti,11,RANGI LAL YADAV,Independent,7638,1,7639,0.72,loss
